customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9944-WDSP,Male,1,No,No,39,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),110.16,4314.37,No
5309-UABK,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.19,2123.13,Yes
7904-IGKY,Male,1,No,No,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,62.54,2222.57,Yes
1973-EGRX,Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),81.89,3627.57,No
6400-YVBH,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.93,4316.6,Yes
9086-CZST,Male,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.43,612.57,No
1579-LCNT,Female,0,No,No,60,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,36.39,2153.77,No
2320-RPEI,Female,0,Yes,No,18,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,19.61,367.28,Yes
1683-DBPQ,Female,0,No,No,42,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,29.12,1239.2,No
4690-ULNP,Male,0,No,No,58,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,91.6,5313.94,Yes
5971-ZHAB,Male,1,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.72,320.91,No
1431-YZZG,Female,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),48.84,3338.22,Yes
9752-TMVV,Female,1,No,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,63.41,2772.54,No
1296-RPBM,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,112.5,7310.85,No
7180-WENW,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.11,492.81,No
7993-REDO,Female,1,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),96.95,4470.87,No
2933-TLLG,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.33,1028.45,Yes
6621-NBHH,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.15,1444.82,Yes
2507-SAHN,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.18,337.54,No
9785-SBZA,Male,0,Yes,No,62,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,61.71,3819.07,No
5094-BCBE,Female,0,Yes,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),24.07,333.71,Yes
8185-FJBK,Female,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,75.7,3956.95,Yes
6728-TUHJ,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,67.86,2270.6,Yes
3125-TMPV,Female,1,No,Yes,58,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,88.85,5158.38,No
3005-VCCI,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.9,1439.83,No
9907-GPWX,Female,1,No,No,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.84,5137.65,No
6848-HOWJ,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.79,2594.78,No
7011-YRJU,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.83,5452.73,Yes
5001-QIKW,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.12,2442.92,Yes
9870-QDBL,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,4119.74,No
7731-WTPI,Female,1,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.96,4782.46,Yes
2285-GEQH,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.32,3449.54,No
5996-XRGD,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,37.58,1073.77,No
7101-XZEB,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,107.31,445.53,Yes
4851-WOUY,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.29,3548.35,No
8434-DAPB,Male,1,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,91.64,3538.86,No
5428-ISMJ,Female,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),50.42,3530.98,No
2384-BITM,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.22,10.89,Yes
9115-AMMO,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,82.77,5591.02,Yes
1727-HGMF,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.96,2096.97,Yes
8062-RBVJ,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),105.38,6041.47,No
1512-RYLA,Male,1,Yes,No,68,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),57.21,3902.66,No
6508-IZYS,Female,0,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),20.19,1129.82,No
4547-YAKX,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),48.95,1681.32,No
8111-NZXX,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.14,1270.21,Yes
1935-ZDRM,Female,1,No,No,14,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),104.62,1469.42,No
5709-RONS,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,75.32,380.83,Yes
9501-IFMO,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),47.81,721.49,Yes
4903-EAIZ,Male,0,No,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,71.3,3247.02,No
5495-CHYR,Male,0,Yes,No,62,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.31,6316.87,Yes
5846-KSMB,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.01,537.82,Yes
5493-LIVI,Male,0,No,No,40,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.99,2295.29,Yes
1202-DJSV,Male,0,No,Yes,18,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.49,1313.47,Yes
6259-IFOO,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),107.41,152.88,No
1282-OAOB,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.76,1496.55,Yes
6877-PURG,Male,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.12,313.39,No
7694-BSCI,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27.2,526.92,Yes
6145-COFI,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),27.8,148.3,Yes
5524-IPEH,Male,0,No,Yes,38,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,113.75,4316.05,No
3858-ETUB,Female,0,No,No,36,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,100.9,3620.71,No
4812-DUBF,Male,1,No,No,28,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),95.22,2641.08,No
9302-OSKB,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.13,2331.47,No
4734-BWII,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,85.84,3220.03,No
1264-VLRW,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.05,1051.63,No
1732-THLD,Male,0,No,No,67,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,80.65,5406.32,No
2269-QODQ,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),99.73,215.69,No
2268-HGKS,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.49,301.58,Yes
7084-VNCU,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),48.01,1510.13,No
7987-JEAK,Female,0,Yes,No,46,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),29.33,1366.52,No
6902-KNUL,Female,0,No,Yes,62,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.4,2765.48,No
8711-JTAF,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,95.89,2390.7,No
7034-BJES,Female,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),51.62,2136.42,Yes
1418-DTGZ,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,87.56,3757.32,No
6129-QWYX,Male,0,Yes,No,37,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),95.97,3541.15,Yes
9326-ZSWL,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.32,2809.76,Yes
4520-MSBV,Female,1,No,No,54,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,106.02,5701.93,No
3458-MYUC,Male,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),78.31,4032.58,No
2266-HSQS,Male,0,Yes,No,18,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),46.45,802.12,No
9982-XNRX,Male,0,No,No,34,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,33.38,1108.56,Yes
2986-QZBT,Female,1,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.87,3278.98,Yes
8738-VQQO,Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,28.66,1663.7,Yes
6192-IGSJ,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,109.78,3341.47,Yes
4998-KHZY,Female,1,Yes,No,2,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.72,167.9,No
6930-HOKX,Female,1,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),105.98,3650.65,Yes
2890-WHOX,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),89.53,4546.48,No
7716-LCLR,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),104.4,7289.16,Yes
9284-CLUP,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,107.09,5311.34,Yes
4774-OZNH,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,23.61,1294.6,Yes
3052-RHYN,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,91.14,1845.78,Yes
3263-TIZJ,Male,0,No,No,0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),41.02, ,Yes
6596-KDCN,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,117.67,6164.66,No
7898-QESP,Female,0,Yes,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),96.48,462.59,Yes
4245-FOAF,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.63,1159.13,No
2979-NIYR,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),111.46,5169.46,Yes
8698-XDEB,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),47.63,2329.7,No
8068-AWFC,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),60.12,1760.33,Yes
3168-QQMN,Male,1,No,No,63,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.78,5072.29,No
6805-EMWR,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,110.34,3047.85,No
4955-WJDK,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,111.45,1588.28,No
6515-STTD,Male,1,No,No,57,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.88,4247.61,No
1741-CXLO,Male,0,No,No,22,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),50.08,1146.5,No
7699-UOXN,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),46.31,1727.83,Yes
5739-YPWE,Male,1,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),54.87,2175.74,No
4005-XYSQ,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,36.39,522.91,Yes
2372-EASS,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.57,157.48,Yes
7060-VUOM,Male,0,No,Yes,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),71.29, ,Yes
6250-OFQX,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),95.98,929.04,Yes
5576-YDHJ,Male,0,Yes,Yes,59,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),27.71,1684.68,Yes
9082-KBSQ,Female,1,Yes,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),58.44,3715.93,No
9604-SQNJ,Female,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.36,162.57,Yes
6288-MKYF,Female,0,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,72.04,1747.7,Yes
3346-BXXG,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.31,4651.18,No
8053-QIST,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.43,2705.41,No
6150-DLJF,Female,0,No,No,39,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),49.97,1953.0,No
2942-JIPO,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.3,3951.1,Yes
4664-FJIT,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,66.65,4689.56,No
2738-HVIE,Male,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.58,2270.48,No
2572-GRQY,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,73.27,1577.05,No
3766-ATBR,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,78.22,4805.22,No
9813-ZGAP,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.4,451.47,No
1422-LGJS,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),38.73,2227.58,No
7987-XOQE,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),42.61,2331.22,No
8435-JDWW,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,43.18,1412.56,No
2965-ONPI,Male,0,Yes,No,62,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,42.25,2599.67,No
2423-EIXV,Male,0,No,Yes,59,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.55,2695.77,No
2908-LZCX,Female,1,No,Yes,60,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.65,2720.46,No
4644-XCKF,Female,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,107.1,6415.32,No
9307-KIOU,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),50.37,3386.0,Yes
9402-VYCW,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,53.4,1116.93,No
6157-BNDW,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,45.0,132.43,Yes
9540-KGRV,Male,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),115.49,5390.82,Yes
1583-UUAH,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.07,604.82,No
3242-SMHV,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),79.61,3308.0,No
4205-IPEP,Male,1,No,No,65,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.17,5992.3,No
4065-XPJE,Female,1,Yes,Yes,45,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,51.79,2368.22,No
4253-UCQX,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),115.61,881.96,No
4509-ANCP,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),33.56,1648.61,No
4416-WFBN,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),64.26,171.89,No
5310-TMUS,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.87,1963.71,No
4845-ULPQ,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),97.68,2777.1,Yes
3950-JHJV,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),29.04,1349.92,No
8947-PZUM,Female,0,No,No,62,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,73.92,4575.52,No
6851-RPJD,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,28.78,816.73,No
4586-DYYJ,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,63.74,3224.8,Yes
7874-OKHV,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),46.42,1840.45,No
7960-DFOK,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,109.03,3842.51,No
2860-LWMW,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.59,944.41,Yes
3098-YPZP,Female,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.57,4952.03,Yes
7750-VHAJ,Female,0,Yes,No,14,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),88.12,1279.3,No
5389-QGZN,Female,1,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.59,3104.82,No
1996-RYKI,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),106.46,3109.66,Yes
6203-NMZO,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,116.44,2990.87,Yes
7966-MIBI,Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),43.77,1744.71,No
8954-XHKU,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.87,2067.57,Yes
1747-JONH,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),58.18,2704.42,No
3728-RGYU,Male,0,No,No,55,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.28,3939.41,Yes
2807-TTKE,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,55.15,2899.11,Yes
9843-AXAZ,Male,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.65,707.19,Yes
7212-CYWK,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.11,1226.57,No
6778-YYRC,Female,0,No,No,69,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),20.02,1385.81,No
1806-QGLR,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.21, ,No
4251-FRMW,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),107.0,1245.01,Yes
4757-JZFL,Female,0,No,No,37,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.29,3555.0,No
6431-NGRX,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.02,1362.76,Yes
5074-ABAY,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),112.21,4406.94,No
9627-DQMZ,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,70.7,968.17,No
8944-BFJJ,Male,0,No,No,49,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,92.85,4586.89,No
1397-HUYW,Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.46,36.03,No
5051-BIXD,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.4,3833.87,Yes
