customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Predicted_Churn_Risk,Predicted_Churn_Class,Customer_Segment
5739-YPWE,Male,1,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),54.87,2175.74,No,0.434,No,Low/Mid Value (Needs Nurturing)
4005-XYSQ,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,36.39,522.91,Yes,0.6088,Yes,New/At Risk (Monitor)
2372-EASS,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.57,157.48,Yes,0.4537,No,New/At Risk (Monitor)
7060-VUOM,Male,0,No,Yes,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),71.29, ,Yes,0.3964,No,New/At Risk (Monitor)
6250-OFQX,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),95.98,929.04,Yes,0.2505,No,New/At Risk (Monitor)
5576-YDHJ,Male,0,Yes,Yes,59,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),27.71,1684.68,Yes,0.3149,No,Low/Mid Value (Needs Nurturing)
9082-KBSQ,Female,1,Yes,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),58.44,3715.93,No,0.2175,No,Low/Mid Value (Needs Nurturing)
9604-SQNJ,Female,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.36,162.57,Yes,0.5171,Yes,New/At Risk (Monitor)
6288-MKYF,Female,0,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,72.04,1747.7,Yes,0.4122,No,New/At Risk (Monitor)
3346-BXXG,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.31,4651.18,No,0.4555,No,High Value (VIP)
8053-QIST,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.43,2705.41,No,0.4001,No,Low/Mid Value (Needs Nurturing)
6150-DLJF,Female,0,No,No,39,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),49.97,1953.0,No,0.2459,No,Low/Mid Value (Needs Nurturing)
2942-JIPO,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.3,3951.1,Yes,0.5736,Yes,High Value (VIP)
4664-FJIT,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,66.65,4689.56,No,0.4212,No,High Value (VIP)
2738-HVIE,Male,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.58,2270.48,No,0.3761,No,Low/Mid Value (Needs Nurturing)
2572-GRQY,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,73.27,1577.05,No,0.2646,No,New/At Risk (Monitor)
3766-ATBR,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,78.22,4805.22,No,0.4059,No,High Value (VIP)
9813-ZGAP,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.4,451.47,No,0.3047,No,Low/Mid Value (Needs Nurturing)
1422-LGJS,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),38.73,2227.58,No,0.53,Yes,Low/Mid Value (Needs Nurturing)
7987-XOQE,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),42.61,2331.22,No,0.3598,No,Low/Mid Value (Needs Nurturing)
8435-JDWW,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,43.18,1412.56,No,0.409,No,Low/Mid Value (Needs Nurturing)
2965-ONPI,Male,0,Yes,No,62,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,42.25,2599.67,No,0.4951,No,Low/Mid Value (Needs Nurturing)
2423-EIXV,Male,0,No,Yes,59,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.55,2695.77,No,0.5103,Yes,Low/Mid Value (Needs Nurturing)
2908-LZCX,Female,1,No,Yes,60,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.65,2720.46,No,0.2328,No,Low/Mid Value (Needs Nurturing)
4644-XCKF,Female,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,107.1,6415.32,No,0.2787,No,High Value (VIP)
9307-KIOU,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),50.37,3386.0,Yes,0.572,Yes,Low/Mid Value (Needs Nurturing)
9402-VYCW,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,53.4,1116.93,No,0.266,No,New/At Risk (Monitor)
6157-BNDW,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,45.0,132.43,Yes,0.5769,Yes,New/At Risk (Monitor)
9540-KGRV,Male,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),115.49,5390.82,Yes,0.4254,No,High Value (VIP)
1583-UUAH,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.07,604.82,No,0.6424,Yes,New/At Risk (Monitor)
3242-SMHV,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),79.61,3308.0,No,0.4092,No,High Value (VIP)
4205-IPEP,Male,1,No,No,65,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.17,5992.3,No,0.4533,No,High Value (VIP)
4065-XPJE,Female,1,Yes,Yes,45,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,51.79,2368.22,No,0.354,No,Low/Mid Value (Needs Nurturing)
4253-UCQX,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),115.61,881.96,No,0.3547,No,New/At Risk (Monitor)
4509-ANCP,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),33.56,1648.61,No,0.332,No,Low/Mid Value (Needs Nurturing)
4416-WFBN,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),64.26,171.89,No,0.2926,No,New/At Risk (Monitor)
5310-TMUS,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.87,1963.71,No,0.2326,No,Low/Mid Value (Needs Nurturing)
4845-ULPQ,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),97.68,2777.1,Yes,0.3437,No,New/At Risk (Monitor)
3950-JHJV,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),29.04,1349.92,No,0.533,Yes,Low/Mid Value (Needs Nurturing)
8947-PZUM,Female,0,No,No,62,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,73.92,4575.52,No,0.2576,No,High Value (VIP)
6851-RPJD,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,28.78,816.73,No,0.2977,No,Low/Mid Value (Needs Nurturing)
4586-DYYJ,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,63.74,3224.8,Yes,0.2665,No,Low/Mid Value (Needs Nurturing)
7874-OKHV,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),46.42,1840.45,No,0.4242,No,Low/Mid Value (Needs Nurturing)
7960-DFOK,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,109.03,3842.51,No,0.2638,No,High Value (VIP)
2860-LWMW,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.59,944.41,Yes,0.3935,No,Low/Mid Value (Needs Nurturing)
3098-YPZP,Female,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.57,4952.03,Yes,0.3966,No,High Value (VIP)
7750-VHAJ,Female,0,Yes,No,14,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),88.12,1279.3,No,0.5933,Yes,New/At Risk (Monitor)
5389-QGZN,Female,1,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.59,3104.82,No,0.3967,No,High Value (VIP)
1996-RYKI,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),106.46,3109.66,Yes,0.3459,No,High Value (VIP)
6203-NMZO,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,116.44,2990.87,Yes,0.4348,No,High Value (VIP)
7966-MIBI,Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),43.77,1744.71,No,0.302,No,Low/Mid Value (Needs Nurturing)
8954-XHKU,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.87,2067.57,Yes,0.4178,No,Low/Mid Value (Needs Nurturing)
1747-JONH,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),58.18,2704.42,No,0.3899,No,Low/Mid Value (Needs Nurturing)
3728-RGYU,Male,0,No,No,55,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.28,3939.41,Yes,0.3274,No,High Value (VIP)
2807-TTKE,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,55.15,2899.11,Yes,0.2877,No,Low/Mid Value (Needs Nurturing)
9843-AXAZ,Male,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.65,707.19,Yes,0.5304,Yes,New/At Risk (Monitor)
7212-CYWK,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.11,1226.57,No,0.3726,No,Low/Mid Value (Needs Nurturing)
6778-YYRC,Female,0,No,No,69,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),20.02,1385.81,No,0.4471,No,Low/Mid Value (Needs Nurturing)
1806-QGLR,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.21, ,No,0.2754,No,New/At Risk (Monitor)
4251-FRMW,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),107.0,1245.01,Yes,0.4164,No,New/At Risk (Monitor)
4757-JZFL,Female,0,No,No,37,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.29,3555.0,No,0.4282,No,High Value (VIP)
6431-NGRX,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.02,1362.76,Yes,0.5206,Yes,Low/Mid Value (Needs Nurturing)
5074-ABAY,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),112.21,4406.94,No,0.2613,No,High Value (VIP)
9627-DQMZ,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,70.7,968.17,No,0.4433,No,New/At Risk (Monitor)
8944-BFJJ,Male,0,No,No,49,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,92.85,4586.89,No,0.2868,No,High Value (VIP)
1397-HUYW,Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.46,36.03,No,0.2607,No,New/At Risk (Monitor)
5051-BIXD,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.4,3833.87,Yes,0.5974,Yes,High Value (VIP)
7190-UMEX,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,51.42,1287.98,Yes,0.5732,Yes,New/At Risk (Monitor)
5423-CCCQ,Male,0,No,No,65,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),116.21,7528.29,No,0.4448,No,High Value (VIP)
7805-AAXR,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,65.91,2074.61,Yes,0.6137,Yes,New/At Risk (Monitor)
3487-DXSZ,Male,1,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,94.19,5492.65,No,0.4598,No,High Value (VIP)
7408-GTJZ,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.87,1953.91,Yes,0.4407,No,New/At Risk (Monitor)
6303-NQXA,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),27.73,534.61,Yes,0.586,Yes,New/At Risk (Monitor)
5950-IOGD,Male,0,No,No,48,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),72.81,3500.02,No,0.2614,No,High Value (VIP)
5329-USPM,Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.54,5089.98,Yes,0.5419,Yes,High Value (VIP)
5771-NCHN,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.18,6337.92,Yes,0.3217,No,High Value (VIP)
5563-PJWR,Female,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),50.6,3336.45,No,0.2039,No,Low/Mid Value (Needs Nurturing)
9300-HMAP,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,104.75,3741.61,No,0.6401,Yes,High Value (VIP)
7449-LYRW,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),80.82,1050.59,No,0.2599,No,New/At Risk (Monitor)
2774-OHSA,Male,1,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),22.2,1584.3,No,0.2995,No,Low/Mid Value (Needs Nurturing)
7510-YHOL,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.29,562.93,Yes,0.6358,Yes,New/At Risk (Monitor)
8811-SDUJ,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),109.4,4020.16,No,0.2925,No,High Value (VIP)
6446-EZUC,Female,0,Yes,No,44,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.91,3810.75,No,0.5741,Yes,High Value (VIP)
2562-RFGP,Male,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.44,1190.44,Yes,0.6018,Yes,New/At Risk (Monitor)
5095-CEMT,Male,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,77.61,3365.17,Yes,0.4375,No,High Value (VIP)
8758-QXSY,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.48,1177.04,Yes,0.4414,No,Low/Mid Value (Needs Nurturing)
4808-BYPI,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,78.68,4645.43,Yes,0.2439,No,High Value (VIP)
7747-JXKE,Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,137.41,Yes,0.4865,No,New/At Risk (Monitor)
1598-KWST,Female,0,Yes,No,66,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),20.88,1339.26,Yes,0.2329,No,Low/Mid Value (Needs Nurturing)
7660-AIWG,Female,0,No,No,71,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,50.6,3601.7,Yes,0.3549,No,Low/Mid Value (Needs Nurturing)
9007-RPKU,Male,0,No,Yes,54,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,37.47,2011.7,No,0.3112,No,Low/Mid Value (Needs Nurturing)
4862-KOWP,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,57.51,453.99,No,0.359,No,New/At Risk (Monitor)
9428-RXXC,Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,42.55,2877.85,Yes,0.5555,Yes,Low/Mid Value (Needs Nurturing)
2721-NWCM,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,102.09,2762.62,Yes,0.2729,No,New/At Risk (Monitor)
3085-YAFQ,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.37,1265.21,Yes,0.5306,Yes,New/At Risk (Monitor)
2990-FGOD,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,92.63,2795.69,No,0.2855,No,New/At Risk (Monitor)
1639-NPFU,Female,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,54.52,3125.76,Yes,0.2539,No,Low/Mid Value (Needs Nurturing)
9594-PEXR,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.6,996.18,Yes,0.5112,Yes,Low/Mid Value (Needs Nurturing)
7850-MAJD,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,40.27,2729.79,No,0.257,No,Low/Mid Value (Needs Nurturing)
8134-JXVI,Male,0,Yes,Yes,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,94.16,4312.35,Yes,0.4804,No,High Value (VIP)
9560-KTLS,Male,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.84,3262.31,Yes,0.5865,Yes,High Value (VIP)
3718-EJQV,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,72.38,1583.01,Yes,0.4427,No,New/At Risk (Monitor)
4349-ZTWL,Male,0,No,No,64,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,46.44,2925.36,Yes,0.4772,No,Low/Mid Value (Needs Nurturing)
9509-TIPO,Female,1,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,25.86,1334.2,Yes,0.3327,No,Low/Mid Value (Needs Nurturing)
4450-KXXE,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,97.13,968.18,Yes,0.573,Yes,New/At Risk (Monitor)
3690-QWPA,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.13,1379.12,No,0.2802,No,Low/Mid Value (Needs Nurturing)
6205-NFEP,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.19,493.64,No,0.2864,No,Low/Mid Value (Needs Nurturing)
2098-AJWG,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),47.89,2551.42,No,0.3529,No,Low/Mid Value (Needs Nurturing)
4264-WDRO,Female,0,No,Yes,35,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,75.83,2623.03,No,0.434,No,New/At Risk (Monitor)
6423-DBTO,Female,0,No,No,57,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),117.97,6706.66,No,0.3011,No,High Value (VIP)
3563-CLUR,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,27.36,497.7,No,0.5361,Yes,New/At Risk (Monitor)
4703-LUAG,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.8,955.76,Yes,0.4707,No,New/At Risk (Monitor)
5498-JNSX,Male,0,No,Yes,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.73,4330.02,Yes,0.3816,No,High Value (VIP)
6009-LTYM,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.97,4939.76,Yes,0.4309,No,High Value (VIP)
5173-RRUV,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,87.56,5656.52,Yes,0.4036,No,High Value (VIP)
4319-CSED,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.43,1164.87,No,0.5059,Yes,New/At Risk (Monitor)
4546-IFIS,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,70.76,984.03,No,0.3607,No,New/At Risk (Monitor)
2676-EZQS,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),61.86,4405.15,No,0.4092,No,High Value (VIP)
7274-KSYS,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,80.43,2055.93,Yes,0.5558,Yes,New/At Risk (Monitor)
5542-ZXTV,Female,1,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),108.79,740.05,No,0.4193,No,New/At Risk (Monitor)
8756-GFAZ,Male,1,No,No,69,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.61,5099.83,Yes,0.5045,Yes,High Value (VIP)
4798-GCZT,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.11,3853.95,Yes,0.3942,No,High Value (VIP)
3400-EFPA,Female,0,No,No,66,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),52.22,3423.18,No,0.3083,No,Low/Mid Value (Needs Nurturing)
6297-CBEQ,Male,0,No,No,25,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,78.16,1966.76,No,0.4322,No,New/At Risk (Monitor)
8203-NVPK,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.34,2815.22,No,0.5983,Yes,New/At Risk (Monitor)
5957-QYDH,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,93.97,1879.26,No,0.3978,No,New/At Risk (Monitor)
7442-MYMW,Male,0,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,75.75,3844.39,No,0.6179,Yes,High Value (VIP)
8773-LJQK,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),38.1,363.25,No,0.3618,No,New/At Risk (Monitor)
9694-CTGF,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),76.73,535.75,No,0.4462,No,New/At Risk (Monitor)
5550-WENR,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.19,2708.59,Yes,0.3831,No,Low/Mid Value (Needs Nurturing)
8235-PWZI,Male,0,No,No,45,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),27.03,1224.78,No,0.2705,No,Low/Mid Value (Needs Nurturing)
2970-RNUL,Female,0,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,101.21,128.36,Yes,0.4641,No,New/At Risk (Monitor)
3916-ALOY,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.89,1568.02,Yes,0.2574,No,Low/Mid Value (Needs Nurturing)
6668-XNGT,Female,0,No,No,51,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.74,4125.47,No,0.5166,Yes,High Value (VIP)
